The development of a micro robot system for robot soccer game,"K H Kim, K W Ko, J G Kim, S H Lee, H S Cho",1,1,0
A review of current research in 3-D machine vision and robot accuracy,"C Edwards, A G Starr",1,1,0
Space robotics,P Putz,1,1,0
Rescue robotics for homeland security,Robin R. Murphy,1,1,0
Optimality in robot design and control,"A N Goritov, A M Korikov",1,1,0
Robotics and telematics for biomedicine,A Rovetta,1,1,0
Computer vision algorithms for autonomous mobile robot map building and path planning,"S Meikle, R Yates, A Harris",1,1,0
ISSUES IN ROBOT VISION,"G H GRANLUND, H KNUTSSON, C J WESTELIUS, J WIKLUND",1,1,0
Computer vision in interactive robotics,"R Cipolla, N Hollinghurst, A Gee, R Dowland",1,1,0
Robots for minimally invasive surgery: Review and new vision interface development,"W Kwon, K Roh, S Baek, S Lee",1,1,0
Distributed algorithms for multi-robot systems,James McLurkin,1,1,0
"Quantum Robot: Structure, Algorithms and Applications","Dao-Yi Dong, Chun-Lin Chen, Chen-Bin Zhang, Zong-Hai Chen",1,1,0
Fault-tolerant gathering algorithms for autonomous mobile robots,"Noa Agmon, David Peleg",1,1,0
A comparison of reactive robot chemotaxis algorithms,"R A Russell, A Bab-Hadiashar, R L Shepherd, G G Wallace",1,1,0
Research of communication mechanism of multi-agent robot systems,"Z J Gao, G Z Yan, G Q Ding, H Huang",1,1,0
A taxonomy for multi-agent robotics,"G Dudek, M RM Jenkin, E Milios, D Wilkes",1,1,0
Exoskeletons and robotic prosthetics: a review of recent developments,R Bogue,1,1,0
Motion capture in robotics review,"M Field, D Stirling, F Naghdy, Z X Pan",1,1,0
Intelligent control for robotic and mechatronic systems - A review,K Watanabe,1,1,0
A review on vision-based control of robot manipulators,K Hashimoto,1,1,0
A review of medical robotics for minimally invasive soft tissue surgery,"G Dogangil, B L Davies, F RY Baena",1,1,0
THE NEUROSCIENCE OF VISION-BASED GRASPING: A FUNCTIONAL REVIEW FOR COMPUTATIONAL MODELING AND BIO-INSPIRED ROBOTICS,"E Chinellato, A P Del",1,1,0
Transmission Line Maintenance Robots Capable of Crossing Obstacles: State-of-the-Art Review and Challenges Ahead,"K Toussaint, N Pouliot, S Montambault",1,1,0
Evolutionary robotics - A review,D K Pratihar,1,1,0
A review of robotics languages,P Frenger,1,1,0
ROBOT FORCE CONTROL - A REVIEW,"S P PATARINSKI, R G BOTEV",1,1,0
Robotic automation technologies in construction: A review,"B Chu, D Kim, D Hong",1,1,0
A review of locomotion mechanisms of urban search and rescue robot,"Z L Wang, H Gu",1,1,0
Robot control techniques: Part one a review of robotics languages,Paul Frenger,1,1,0
Robotic surgery: a review,"S Purkayastha, T Athanasiou, R Casula, A Darzi",1,1,0
Intelligent robots and their level of intelligence: A short review,"D K Pattanaik, S Patnaik",1,1,0
ROBOTICS FOR HEALTH-CARE - A REVIEW OF THE LITERATURE,M KASSLER,1,1,0
Robotics for medical applications,"P Darie, E Guglielmelli, B Allotta, M C Carrozza",1,1,0
A taxonomy for robot control,"D M Miljanovic, E A Croft",1,1,0
Computational intelligence in autonomous mobile robotics - A review,L Wang,1,1,0
Robotic surgery,D Stoianovici,1,1,0
Multi-Robot Cooperation in Space: A Survey,J Leitner,1,1,0
Trends in robotic surgery,"F Cepolina, B Challacombe, R C Michelini",1,1,0
ROBOT SENSING - AN EVALUATION,I K SHARMA,1,1,0
Robotic surgery,"H WR Schreuder, R HM Verheijen",1,1,0
A review of Robot World Cup soccer research issues RoboCup: Today and tomorrow,"M Asada, M Veloso, G K Kraetzschmar, H Kitano",1,1,0
A survey of snake-inspired robot designs,"J K Hopkins, B W Spranklin, S K Gupta",1,1,0
An overview of robot force control,"G W Zeng, A Hemami",1,1,0
Robots in space - A survey,G Hirzinger,1,1,0
A survey of socially interactive robots,"T Fong, I Nourbakhsh, K Dautenhahn",1,1,0
Multi-agent systems: A survey from the robot-soccer perspective,"J H Kim, P Vadakkepat",1,1,0
Path and orientation accuracy of industrial robots,J O Berg,1,1,0
Optimal robot decomposition for fast path planning,"A Hourtash, M Tarokh",1,1,0
New visibility-based path-planning approach for covert robotic navigation,"M S Marzouqi, R A Jarvis",1,1,0
Classifying the multi robot path finding problem into a quadratic competitive complexity class,"S Sarid, A Shapiro",1,1,0
PATH PLANNING FOR A MOBILE ROBOT,"C ALEXOPOULOS, P M GRIFFIN",1,1,0
Binary integer programming model of point robot path planning,"G Habibi, E Masehian, M TH Beheshti",1,1,0
Complete coverage path planning and guidance for cleaning robots,"R N de, H A Vidal, P Vieira, M I Ribeiro",1,1,0
PATH PLANNING FOR NONHOLONOMIC ROBOTS,"J Dvorak, P Krcek",1,1,0
Path planning and graphic simulation for robot manipulators,"W Wang, C Y Yu",1,1,0
Path planning for mobile robots using straight lines,"A M Zou, Z G Hou, M Tan, D R Liu",1,1,0
Robot programming by demonstration - Selecting optimal event paths,"J Chen, B McCarragher",1,1,0
Is robot learning a new subfield? - The Robolearn-96 workshop,"H Hexmoor, L Meeden, R R Murphy",1,1,0
Social robotic telepresence,"Silvia Coradeschi, Amy Loutfi, Annica Kristoffersson, Gabriella Cortellessa, Kerstin Severinson Eklundh",1,1,0
Robotic self-replication in structured environments: Physical demonstrations and complexity measures,"K Lee, M Moses, G S Chirikjian",1,1,0
SIL04 - A true walking robot for the comparative study of walking machine techinques,"P G De, J A Galvez, J Estremera, E Garda",1,1,0
Control system of walking robot,T Zielinska,1,1,0
Optimization of walking robot parameters,"N N Bolotnik, F L Chernousko, G V Kostin",1,1,0
Centipede type walking robot (CWR-2),"A Torige, S Yagi, H Makino, T Yagami, N Ishizawa",1,1,0
Wheel-walking robot overcoming stairs,N Zlatov,1,1,0
A Humanoid Mini-walking Robot with a Stick,"F L Le, X Y Wu, S Q Yu, B Zhang, Y S Xu",1,1,0
A motorless micro-walking robot,"I Doroftei, J M Cloquet, A Preumont",1,1,0
Design of a robot that walks in any direction,"H B Gurocak, J Peabody",1,1,0
A Novel Biologically Inspired Tripod Walking Robot,"C H Liang, M Ceccarelli, G Carbone",1,1,0
"Climbing, walking and intervention robots","M Armada, P G deSantos",1,1,0
Playing soccer with legged robots,"M Veloso, W Uther, M Fujita, M Asada, H Kitano",1,1,0
A control structure for the locomotion of a legged robot on difficult terrain,"E Celaya, J M Porta",1,1,0
"Control strategies, computing architectures, and experimental results of the hybrid wheeled/legged robot","S Guccione, G Muscato",1,1,0
A bio-inspired hybrid leg-wheel robot,"K Suwannasit, S Laksanacharoen",1,1,0
Motion Planning of Legged Robots,"Jean-Daniel Boissonnat, Olivier Devillers, Sylvain Lazard",1,1,0
Motion planning of legged robots: The spider robot problem,"J D BOISSONNAT, O DEVILLERS, L DONATI, F P PREPARATA",1,1,0
CONTROL PRINCIPLES OF ROBOTICS .1. DYNAMICS AND CONTROL OF ROBOTS,C DESILVA,1,1,0
Hybrid control of a car-like robot,"J Sequeira, M I Ribeiro",1,1,0
Control principles of robotics .9. Robot control architectures,C DeSilva,1,1,0
Control of nonlinear robotic manipulators,"A SC Sinha, S E Lyshevski",1,1,0
Attention-based robot control,"S Kasderidis, J G Taylor",1,1,0
LEARNING CONTROL OF ROBOT MANIPULATORS,"M JAMSHIDI, Z GENG",1,1,0
Autonomous and teleoperation control of a mobile robot,"R Carelli, G Forte, L Canall, V Mut, G Araguas, E Destefanis",1,1,0
Trajectory control of a biped robot,"K Loffler, M Gienger, F Pfeiffer",1,1,0
TOWARD THE INTELLIGENT CONTROL OF ROBOTS,F POURBOGHRAT,1,1,0
History of robot control research,K Sasaki,1,1,0
Modelling and control of a soccer robot,"F Solc, B Honzik",1,1,0
Control and perception techniques for aerial robotics,"A Ollero, L Merino",1,1,0
Advanced control techniques of robotic manipulators,S S Ge,1,1,0
FUNDAMENTAL PROBLEMS OF ROBOT CONTROL .1. INNOVATIONS IN THE REALM OF ROBOT SERVO-LOOPS,S ARIMOTO,1,1,0
Towards a performance benchmark for rehabilitation robots,"G W Romer, M Johnson, B Driessen",1,1,0
Adaptive Patient Support for Rehabilitation Robots,"A Duschau-Wicke, A Morger, H Vallery, R Riener",1,1,0
Control of robots for rehabilitation,R Riener,1,1,0
Human-centered rehabilitation robotics,"R Riener, M Frey, M Bernhardt, T Nef, G Colombo",1,1,0
CURRENT CAPABILITIES OF REHABILITATION ROBOTS,"G PULLIN, A GAMMIE",1,1,0
Design method for safe rehabilitation robots,N Tejima,1,1,0
A comparison of rehabilitation robotics languages and software,"W S Harwin, R G Gosine, Z Kazi, D S Lees, J L Dallaway",1,1,0
"Rehabilitation robotics in Padua, Italy","A Rossi, G Rosati",1,1,0
ACTUATORS FOR REHABILITATION ROBOTS,"S D PRIOR, P R WARNER, A S WHITE, J T PARSONS, R GILL",1,1,0
ROBOTICS IN NEURO-REHABILITATION,L Pignolo,1,1,0
Interactive robots for neuro-rehabilitation,"N Hogan, H I Krebs",1,1,0
Performance of two neuro controllers for robot path planning control,"S HM Amin, O M Ahtiwash",1,1,0
Designing robot applications for everyday environments,"Sara Ljungblad, Lars Erik Holmquist",1,1,0
Optimal location of robot base with respect to the application positions,"L Ciupitu, I Simionescu",1,1,0
Architectural paradigms for robotics applications,"M Amoretti, M Reggiani",1,1,0
New applications captured by intelligent mobile robot platforms,"P Kopacek, R Probst",1,1,0
An application of artificial intelligence to medical robotics,"E Alessandri, A Gasparetto, R V Garcia, R M Bejar",1,1,0
Advanced man-machine interfaces for robot system applications,G Schreck,1,1,0
Technological applications of robotics in mining,V Konyukh,1,1,0
Man-machine interaction for robot applications in everyday environments,"G Von Wichert, G Lawitzky",1,1,0
Robots in production automation,P Kopacek,1,1,0
A study of flexible setup automation using robot,"S L Choi, G J Chung",1,1,0
Robotics in automated inspection,"P Hedenborn, G Bolmsjo",1,1,0
Robot Control Overview: An Industrial Perspective,T Brogardh,1,1,0
Intelligent robot trends for factory automation,E L Hall,1,1,0
Robotic gait training: Toward more natural movements and optimal training algorithms,"D Reinkensmeyer, D Aoyagi, J Emken, J Galvez, W Ichinose, G Kerdanyan, J Nessler, S Maneekobkunwong, B Timoszyk, K Vallance, R Weber, J Wynne, R de Leon, J Bobrow, S Harkema, V Edgerton",1,1,0
Recent advances on the algorithmic optimization of robot motion,"J E Bobrow, F C Park, A Sideris",1,1,0
"INTELLIGENT ROBOTICS IN MANUFACTURING, SERVICE, AND REHABILITATION - AN OVERVIEW",W A GRUVER,1,1,0
Artificial neural network based robot control: An overview,"S M Prabhu, D P Garg",1,1,0
CALIBRATION AND ACCURACY OF MANIPULATION ROBOT MODELS - AN OVERVIEW,"B KARAN, M VUKOBRATOVIC",1,1,0
Practical evaluation of robots for elderly in Denmark: an overview,"Soren Tranberg Hansen, Hans Jorgen Andersen, Thomas Bak",1,1,0
Flexible laboratory robotics system: Hardware and software overview,"M CD Cachero, R Gill, J D Manley",1,1,0
Practical evaluation of robots for elderly in denmark an overview,"Soren Tranberg Hansen, Hans Jorgen Andersen, Thomas Bak",1,1,0
An overview of human interactive robots for psychological enrichment,T Shibata,1,1,0
An overview of dynamic parameter identification of robots,"J Wu, J S Wang, Z You",1,1,0
An overview of the development of Handy 1. a rehabilitation robot to assist the severely disabled,M Topping,1,1,0
Realtime reinforcement learning for a real robot in the real environment,"T Yamaguchi, M Masubuchi, K Fujihara, M Yachida",1,1,0
Reinforcement learning for robot soccer,"M Riedmiller, T Gabel, R Hafner, S Lange",1,1,0
Effective reinforcement learning for mobile robots,"W D Smart, L P Kaelbling",1,1,0
Reinforcement learning of a path-finding behaviour by a mobile robot,"K Malmstrom, L Munday, J Sitte",1,1,0
Reinforcement learning based on backpropagation for mobile robot navigation,"R Jaksa, P Majernik, P Sincak",1,1,0
Generalized Model Learning for Reinforcement Learning on a Humanoid Robot,"T Hester, M Quinlan, P Stone",1,1,0
Strategy for collaboration in robot soccer,"H L Sng, G Sen Gupta, C H Messom",1,1,0
Co-operation in robot soccer,M Wittner,1,1,0
Ant Intelligence in Robotic Soccer,"R G Ramani, P Viswanath, B Arjun",1,1,0
A novel interactive robot soccer system,"D S Kwon, J H Oh, Y Kwak, J J Lee, J H Hwang, H R Kim, J W Lee, S K Hong, S G Hong",1,1,0
Action selection mechanism for soccer robot,"H S Kim, H S Shim, M J Jung, J H Kim",1,1,0
Path planning and role selection mechanism for soccer robots,"J H Kim, K C Kim, D H Kim, Y J Kim, P Vadakkepat",1,1,0
Robots playing to win: Evolutionary soccer strategies,"A Agah, K Tanie",1,1,0
Design and experiments on a personal robotic assistant,"P Dario, C Laschi, E Guglielmelli",1,1,0
Experimental robot gripper control for handling of soft objects,"W E Friedrich, T Ziegler, P Lim",1,1,0
Intelligent Control for Wall Climbing Robot,"J Xiao, H G Wang, N Xi",1,1,0
AN INTERACTIVE ROBOT CONTROL ENVIRONMENT FOR REHABILITATION APPLICATIONS,"J L DALLAWAY, R M MAHONEY, R D JACKSON, R G GOSINE",1,1,0
Design and implementation of fuzzy trajectory following and planning control for mobile robots,"T HS Li, S S Jian, M C Tsai",1,1,0
Design and Control of a Bio-inspired Human-friendly Robot,"D J Shin, I Sardellitti, Y L Park, O Khatib, M Cutkosky",1,1,0
Robot control designer education on the web,"D Fabri, C Falsetti, S Ramazzotti, T Leo",1,1,0
"Kinematics, dynamics and control of a hybrid robot Wheeleg","M Lacagnina, G Muscato, R Sinatra",1,1,0
Designed and Implementation of a Semi-autonomous Search Robot,"Y Guo, J T Bao, A G Song",1,1,0
An adaptive neural controller for a robot,"M R Stemmer, E R de, F AP Borges",1,1,0
Space robotics in Europe: A survey,P Putz,1,1,0
A developmental robot vision system,"X Zhang, M H Lee",1,1,0
Development and evaluation of interactive humanoid robots,"T Kanda, H Ishiguro, M Imai, T Ono",1,1,0
Research on robot control system based on PC,"Y Xu, W J Yan, J Zhu",1,1,0
Towards a human-robot symbiotic system,"K Kawamura, T E Rogers, K A Hambuchen, D Erol",1,1,0
Implications and consequences of robots with biological brains,K Warwick,1,1,0
Development of wall-climbing robots,A Nishi,1,1,0
FUZZY TRAJECTORY TRACKING FOR AN AUTONOMOUS MOBILE ROBOT,"C F Carames, V M Rodilla, B C Diego, J AV Lober",1,1,0
Research relevance of mobile robot competitions,T Braunl,1,1,0
Survey of intelligent control techniques for humanoid robots,"D Katic, M Vukobratovic",1,1,0
"Tools for intelligent control: fuzzy controllers, neural networks and genetic algorithms",M Jamshidi,1,1,0
"Intelligent robotic systems based on soft computing - Adaptation, learningand evolution","T Fukuda, K Shimojima",1,1,0
An introduction to AI course with guide robot programming assignments,"Nik Swoboda, Juan Bekios-Calfa, Luis Baumela, Javier de Lope",1,1,0
Biped robots: The state of art,"C Andre Dias, D E Zampieri",1,1,0
Connectionist learning in behaviour-based mobile robots: A survey,"M Rylatt, C Czarnecki, T Routen",1,1,0
Vision for mobile robot navigation: A survey,"G N DeSouza, A C Kak",1,1,0
Modular service robots - State of the art and future trends,"P Kopacek, G Kronreif, R Probst",1,1,0
Visual navigation for mobile robots: A survey,"F Bonin-Font, A Ortiz, G Oliver",1,1,0
Legged robots - an overview,,1,1,0
Dynamic neural-fuzzy control of a wall-climbing robot system,"S R Yan, S K Tso",1,0,1
Development of a robotic walking simulator for gait rehabilitation,"H Schmidt, D Sorowka, S Hesse, R Bernhardt",1,0,1
Innovative service robot systems for facade cleaning of difficult-to-access areas,"N Elkmann, T Felsch, M Sack, J Saenz, J Hortig",1,0,1
BIOLOGICALLY INSPIRED DESIGN OF A GLASS CLIMBING ROBOT FOR REMOTE SERVICES,"M AK Jaradat, S M Ashour, A A Matalkh, M M Elayyan, A M Hammadneh",1,0,1
A controller design for the Khepera robot: A rough set approach,"Z Suraj, J F Peters, P Grochowalski",1,0,1
Design and control of a spherical mobile robot,"J Alves, J Dias",1,0,1
The structured design of an industrial robot controller,"G Ferretti, G Magnani, P Putz, P Rocco",1,0,1
Multi-robot area coverage with limited visibility,"Pooyan Fazli, Alireza Davoodi, Philippe Pasquier, Alan K. Mackworth",1,0,1
Multi-robot learning for continuous area sweeping,"M Ahmadi, P Stone",1,0,1
A multi-robot system for continuous area sweeping tasks,"M Ahmadi, P Stone",1,0,1
Learning Area Coverage for a Self-Sufficient Colony Robot,"G B Parker, R Zbeda",1,0,1
An Appropriate Formulation for Workspace Cross Section Area of 3R Robot Manipulator,"S Panda, D Mishra, B B Biswal, B B Choudhury",1,0,1
Coordination of rescue robots for real-time exploration over disaster areas,"H Sugiyama, T Tsujioka, M Murata",1,0,1
Area measurement of large closed regions with a mobile robot,"E Sahin, S Girgin, E Ugur",1,0,1
Strategies for searching an area with semi-autonomous mobile robots,"R R Murphy, J J Sprouse",1,0,1
Distributed multi-robot coordination in area exploration,"W H Sheng, Q Y Yang, J D Tan, N Xi",1,0,1
Evolving cyclic control for a hexapod robot performing area coverage,G B Parker,1,0,1
Shape and Area Computation of Cooperative Workspace of Dual-Arm Robot,"Y Cao, K Lu, Q W Xie, X J Li",1,0,1
Two compact robots for remote inspection of hazardous areas in nuclear power plants,"J Savall, A Avello, L Briones",1,0,1
Telerobotics: Through-the-internet teleoperation of the ABB IRB 2000 industrial robot,"A J Alvares, G C de, L FA Paulinyi, S CA Alfaro",1,0,1
Wireless robot teleoperation via internet using IPv6 over a bluetooth personal area network,"C A Rodriguez, F Guerrero",1,0,1
"End-to-end congestion control protocols for remote programming of robots, using heterogeneous networks: A comparative analysis","R Wirz, R Marin, J M Claver, M Ferre, R Aracil, J Fernandez",1,0,1
Achieving reliability via multi-homing and path redundancy in multi-hop wireless networks for Internet access in rural areas,"L Leschiutta, G Zicca, F Y Li, L Vandoni, N Fragoulis",1,0,1
Internet-based robotic systems for teleoperation,"H S Hu, L X Yu, P W Tsui, Q Zhou",1,0,1
Wireless Internet Based Communication Robot for Healthcare Application,"K S Cheng, C L Li, S A Deng, Y F Ko, H H Li, C C Hsu",1,0,1
Interactive control for Internet-based mobile robot teleoperation,"M Wang, J NK Liu",1,0,1
TELEOPERATION OF A MOBILE ROBOT VIA UMTS LINK,"F Zeiger, M Sauer, L Stolz, K Schilling",1,0,1
Internet-based tele-control system for wheeled mobile robot,"W B Wei, Y D Pan, K Furuta",1,0,1
Swarm robotics and minimalism,A JC Sharkey,1,0,1
The robotics net interconnection concept,M Stopper,1,0,1
Mobile Robots for the Simultaneous Exploration and 2D Determination of Radioactivity,"M Marszalek, M Eder, A Tropschug, A Knoll, H Hofer",1,0,1
Transportation and robotics for greenhouse crop production systems,"G A Giacomelli, K C Ting",1,0,1
CyberGlass - glass-blowing robot,A Kochan,1,0,1
Use of an antropomorphous robot in polishing cells,"E Bassi, F Benzi, D Cerliani, L Vaccariello",1,0,1
