web engine,1,0,1,semantic
integrated search,1,0,1,semantic
document classification,1,0,1,semantic
search result diversification,1,0,1,semantic
precision,1,0,1,semantic
web content,1,0,1,semantic
similarity,1,0,1,semantic
relation,1,0,1,semantic
trecvid,1,0,1,semantic
algorithm,1,0,1,semantic
question classification,1,0,1,semantic
refinding,1,0,1,semantic
semantiization,1,0,1,semantic
relevance,1,0,1,semantic
ehealth,1,0,1,semantic
medical information systems,1,0,1,semantic
proximity-based collaborative clustering,1,0,1,semantic
xml-based technologies,1,0,1,semantic
web 3_0,1,0,1,semantic
ontology learning,1,0,1,semantic
annotation generation,1,0,1,semantic
rdfa,1,0,1,semantic
knowledge base system,1,0,1,semantic
collaborative tagging,1,0,1,semantic
microformats,1,0,1,semantic
eresearch,1,0,1,semantic
collaborative learning environment,1,0,1,semantic
geospatial semantic web,1,0,1,semantic
matching,1,0,1,semantic
factor analysis,1,0,1,semantic
profiling,1,0,1,semantic
educational semantic web,1,0,1,semantic
social tagging,1,0,1,semantic
p2p,1,0,1,semantic
learning contexts,1,0,1,semantic
interaction,1,0,1,semantic
user model,1,0,1,semantic
benchmarking,1,0,1,semantic
metadata presentation,1,0,1,semantic
adaptation,1,0,1,semantic
adaptive web,1,0,1,semantic
domain ontology,1,0,1,semantic
web advertisement,1,0,1,semantic
user profiling,1,0,1,semantic
web science,1,0,1,semantic
location-aware services,1,0,1,semantic
web standards,1,0,1,semantic
tag,1,0,1,semantic
data sharing,1,0,1,semantic
graphs,1,0,1,semantic
learning activity and learning object sharing,1,0,1,semantic
metcalfe's law,1,0,1,semantic
biomedical informatics,1,0,1,semantic
rich internet applications,1,0,1,semantic
multi-agent systems,1,0,1,semantic
e-government,1,0,1,semantic
swrl,1,0,1,semantic
xlink,1,0,1,semantic
rules,1,0,1,semantic
association rules,1,0,1,semantic
case study,1,0,1,semantic
sparqltrainer,1,0,1,semantic
rdfs,1,0,1,semantic
oracle rdf data model,1,0,1,semantic
faceted browsing,1,0,1,semantic
hidden web,1,0,1,semantic
semantic wikis,1,0,1,semantic
performance and evaluation,1,0,1,semantic
information selection,1,0,1,semantic
human factors,1,0,1,semantic
subsumption,1,0,1,semantic
logic,1,0,1,semantic
formal methods,1,0,1,semantic
action semantics,1,0,1,semantic
indexing methods,1,0,1,semantic
xml retrieval,1,0,1,semantic
search and optimization queries,1,0,1,semantic
nearest neighbor search,1,0,1,semantic
category search,1,1,1,semantic
deductive and logic databases,1,0,1,semantic
datalog,1,0,1,semantic
semantic components,1,0,1,semantic
expressive power of query languages,1,0,1,semantic
distributed file systems,1,0,1,semantic
digital libraries,1,0,1,semantic
supervised learning,1,0,1,semantic
question answering,1,0,1,semantic
zipf distribution,1,0,1,semantic
user ontology,1,0,1,semantic
crawler,1,0,1,semantic
web browsing,1,0,1,semantic
spreading activation theory,1,0,1,semantic
vertical search,1,0,1,semantic
performance,1,0,1,semantic
distance measure,1,0,1,semantic
k-means,1,0,1,semantic
recall,1,0,1,semantic
entity,1,1,1,semantic
model,1,0,1,semantic
extraction,1,0,1,semantic
schema matching,1,0,1,semantic
customized ontologies,1,0,1,semantic
web,1,0,1,semantic
informatics,1,0,1,semantic
wsdl,1,0,1,semantic
context,1,0,1,semantic
knowledge bases,1,0,1,semantic
semantic web services,1,0,1,semantic
query extension,1,0,1,semantic
cross-modai indexing,1,0,1,semantic
knowledge grid,1,0,1,semantic
clustering,1,0,1,semantic
semantic link network,1,0,1,semantic
supervised multi-class classification,1,0,1,semantic
sws,1,0,1,semantic
digital heritage,1,0,1,semantic
semantic-level visual content descriptor,1,0,1,semantic
semantic web service discovery,1,0,1,semantic
content annotation,1,0,1,semantic
vocabularies,1,0,1,semantic
word sense disambiguation,1,0,1,semantic
biological data integration,1,0,1,semantic
virtual collections,1,0,1,semantic
image annotation,1,0,1,semantic
conceptual grouping,1,0,1,semantic
image retrieval,1,0,1,semantic
information grid,1,0,1,semantic
bio-ontologies,1,0,1,semantic
concept contraction,1,0,1,semantic
web data,1,0,1,semantic
sparql,1,0,1,semantic
geo-ontologies,1,0,1,semantic
taxonomy,1,0,1,semantic
case-based reasoning,1,0,1,semantic
query resolution by graph matching,1,0,1,semantic
hierarchical summary,1,0,1,semantic
collaborative filtering,1,0,1,semantic
cultural objects,1,0,1,semantic
modular ontology,1,0,1,semantic
interface schema,1,0,1,semantic
social bookmark networks,1,0,1,semantic
model-based query formation,1,0,1,semantic
query processing,1,0,1,semantic
personalized searching framework,1,0,1,semantic
feature vector construction,1,0,1,semantic
video objects,1,0,1,semantic
discovery query,1,0,1,semantic
query formulation,1,0,1,semantic
user interface agent system,1,0,1,semantic
multimedia database,1,0,1,semantic
semrank,1,0,1,semantic
search process,1,0,1,semantic
user preference,1,0,1,semantic
weighting,1,0,1,semantic
mobile web search,1,0,1,semantic
web databases,1,0,1,semantic
search interfaces extraction,1,0,1,semantic
peer-to-peer,1,0,1,semantic
cultural heritage,1,0,1,semantic
meta-search agent,1,0,1,semantic
database inference,1,0,1,semantic
theory,1,0,1,semantic
database,1,0,1,semantic
inference rule,1,0,1,semantic
external expansion,1,0,1,semantic
features,1,0,1,semantic
automatic query expansion,1,0,1,semantic
term co-occurrence,1,0,1,semantic
efficiency,1,0,1,semantic
business intelligence,1,0,1,semantic
relationship query,1,0,1,semantic
probabilistic model,1,0,1,semantic
complex query,1,0,1,semantic
slot based query,1,0,1,semantic
query template,1,0,1,semantic
e-business,1,0,1,semantic
adaptive query expansion,1,0,1,semantic
information retrieval query expansion pc-cluster,1,0,1,semantic
relevance feedback,1,0,1,semantic
wordnet,1,0,1,semantic
concept-based normalisation passage ranking,1,0,1,semantic
log mining,1,0,1,semantic
passage retrieval for genomic queries,1,0,1,semantic
clusters,1,0,1,semantic
user studies,1,0,1,semantic
query association,1,0,1,semantic
business information,1,0,1,semantic
query log analysis,1,0,1,semantic
pseudo relevance feedback,1,0,1,semantic
query associations,1,0,1,semantic
distributed information retrieval,1,0,1,semantic
long-span word collocation,1,0,1,semantic
trec 2006 genomics track,1,0,1,semantic
user log,1,0,1,semantic
mutual information,1,0,1,semantic
information theory,1,0,1,semantic
query expansion on fields,1,0,1,semantic
machine learning,1,0,1,semantic
corpus based query expansion,1,0,1,semantic
trec experiments,1,0,1,semantic
pseudorelevance feedback,1,0,1,semantic
document surrogates,1,0,1,semantic
feedback,1,0,1,semantic
active learning,1,0,1,semantic
prediction,1,0,1,semantic
pseudo-relevance feedback,1,0,1,semantic
negative feedback,1,0,1,semantic
experimentation,1,0,1,semantic
vector space models,1,0,1,semantic
diversification,1,0,1,semantic
relevant document,1,0,1,semantic
user modeling,1,0,1,semantic
relevance scale,1,0,1,semantic
ir interfaces,1,0,1,semantic
adaptive relevance feedback,1,0,1,semantic
difficult topics,1,0,1,semantic
approximation,1,0,1,semantic
user simulation,1,0,1,semantic
free-text information retrieval,1,0,1,semantic
vector space model,1,0,1,semantic
image database,1,0,1,semantic
user feedback,1,0,1,semantic
relevant query,1,0,1,semantic
text classification,1,0,1,semantic
hypertext,1,0,1,semantic
language models,1,0,1,semantic
passage-based feedback,1,0,1,semantic
positional relevance model,1,0,1,semantic
test collections,1,0,1,semantic
cognitive & algorithmic relevance,1,0,1,semantic
probabilistic retrieval model,1,0,1,semantic
keyword,1,0,1,semantic
a cluster-based resampling,1,0,1,semantic
user study,1,0,1,semantic
retrievability,1,0,1,semantic
document re-ranking,1,0,1,semantic
expansion,1,0,1,semantic
document expansion,1,0,1,semantic
query,1,0,1,semantic
query terms,1,0,1,semantic
interactive query expansion,1,0,1,semantic
interactive information retrieval,1,0,1,semantic
pseudo labeled document,1,0,1,semantic
measurement,1,0,1,semantic
information search,1,0,1,semantic
document pruning,1,0,1,semantic
comprehensive evaluation,1,0,1,semantic
text categorization,1,0,1,semantic
query reformulation,1,0,1,semantic
feedback document classification,1,0,1,semantic
data mining,1,0,1,semantic
query length,1,0,1,semantic
biomedical document retrieval,1,0,1,semantic
biomedical terminology,1,0,1,semantic
document ranking,1,0,1,semantic
language model,1,0,1,semantic
text clustering,1,0,1,semantic
ranked retrieval,1,0,1,semantic
multi-scale syllable-based retrieval approach,1,0,1,semantic
fuzzy rules,1,0,1,semantic
text segmentation,1,0,1,semantic
candidate terms,1,0,1,semantic
cross-language image retrieval,1,0,1,semantic
pseudo-irrelevance,1,0,1,semantic
term reweighting,1,0,1,semantic
biomedical terminology weighting,1,0,1,semantic
relevance model,1,0,1,semantic
user relevance feedback,1,0,1,semantic
fuzzy query expansion,1,0,1,semantic
noun phrases,1,0,1,semantic
medline,1,0,1,semantic
term distribution,1,0,1,semantic
web documents,1,0,1,semantic
statistical relevance,1,0,1,semantic
geographic ontology,1,0,1,semantic
document completion driven by ontology,1,0,1,semantic
document refinement,1,0,1,semantic
models,1,0,1,semantic
web ontology language,1,0,1,semantic
services ranking,1,0,1,semantic
service matching,1,0,1,semantic
ontology web language for services,1,0,1,semantic
ontology language,1,0,1,semantic
protege,1,0,1,semantic
description logic,1,0,1,semantic
reasoning,1,0,1,semantic
web services discovery,1,0,1,semantic
e-learning,1,0,1,semantic
learning objects,1,0,1,semantic
spatial data infrastructures,1,0,1,semantic
semantic agents,1,0,1,semantic
web service ontology,1,0,1,semantic
natural language interface,1,0,1,semantic
owl,1,0,1,semantic
user-defined data types and data type predicates,1,0,1,semantic
ontology metrics,1,0,1,semantic
visual feature extraction,1,0,1,semantic
ontology reuse,1,0,1,semantic
reasoning architecture,1,0,1,semantic
meta-data,1,0,1,semantic
formal concept analysis,1,0,1,semantic
ontology creation process,1,0,1,semantic
ontology generation,1,0,1,semantic
adaptive hypermedia,1,0,1,semantic
image indexing,1,0,1,semantic
ontology storage,1,0,1,semantic
hierarchical structure,1,0,1,semantic
ontology engineering,1,0,1,semantic
knowledge,1,0,1,semantic
controlled vocabularies,1,0,1,semantic
spatial language,1,0,1,semantic
natural language,1,0,1,semantic
collaborative,1,0,1,semantic
protege editor,1,0,1,semantic
gene ontology,1,0,1,semantic
spatial knowledge,1,0,1,semantic
linguistic ontology,1,0,1,semantic
automatic knowledge acquisition from text,1,0,1,semantic
query languages,1,0,1,semantic
linguistics,1,0,1,semantic
gis,1,0,1,semantic
natural language processing,1,0,1,semantic
rule-based languages,1,0,1,semantic
meta-ontology,1,0,1,semantic
text mining,1,0,1,semantic
semantic groups,1,0,1,semantic
fuzzy ontologies,1,0,1,semantic
methodology,1,0,1,semantic
spatial semantics,1,0,1,semantic
ontology fragments,1,0,1,semantic
chomsky,1,0,1,semantic
service choreography,1,0,1,semantic
web services composition,1,0,1,semantic
semantic web service,1,0,1,semantic
bioinformatics,1,0,1,semantic
design,1,0,1,semantic
internet,1,0,1,semantic
personalized web search,1,0,1,semantic
subtopic,1,0,1,semantic
ranking,1,0,1,semantic
task relevancy,1,0,1,semantic
adaptive interfaces,1,0,1,semantic
user interface,1,0,1,semantic
human-computer interfaces,1,0,1,semantic
subspace clustering,1,0,1,semantic
reranking,1,0,1,semantic
multi-dimensional,1,0,1,semantic
queries without clickthrough,1,0,1,semantic
user interface design,1,0,1,semantic
meta web search,1,0,1,semantic
support vector machine,1,0,1,semantic
search result diversity,1,0,1,semantic
query logs,1,0,1,semantic
task-based user study,1,0,1,semantic
www,1,0,1,semantic
mobile search,1,0,1,semantic
task-oriented search,1,0,1,semantic
information display,1,0,1,semantic
refining search results,1,0,1,semantic
protein database search,1,0,1,semantic
top terms,1,0,1,semantic
web image search,1,0,1,semantic
query based clustering,1,0,1,semantic
expertise search,1,0,1,semantic
web search clustering,1,0,1,semantic
search user interfaces,1,0,1,semantic
text categrization,1,0,1,semantic
local search engine,1,0,1,semantic
topic-driven clustering,1,0,1,semantic
digital library,1,0,1,semantic
web browsing and exploration,1,0,1,semantic
search engine results pages,1,0,1,semantic
worldwide web,1,0,1,semantic
search result clustering,1,0,1,semantic
people search,1,0,1,semantic
visual searching,1,0,1,semantic
singular value decomposition,1,0,1,semantic
music search,1,0,1,semantic
collaborative web search,1,0,1,semantic
web image retrieval,1,0,1,semantic
mascot database search tool,1,0,1,semantic
results presentation,1,0,1,semantic
suffix tree clustering,1,0,1,semantic
news search,1,0,1,semantic
search result presentation,1,0,1,semantic
search result organization,1,0,1,semantic
guided search,1,0,1,semantic
intent,1,0,1,semantic
search shortcuts,1,0,1,semantic
realtime clustering,1,0,1,semantic
partial least squares-linear discriminant analysis,1,0,1,semantic
information visualization,1,0,1,semantic
result diversity,1,0,1,semantic
user modelling,1,0,1,semantic
index,1,0,1,semantic
data models,1,0,1,semantic
graph model,1,0,1,semantic
spectral analysis,1,0,1,semantic
link analysis,1,0,1,semantic
topic distillation,1,0,1,semantic
web 2_0,1,0,1,semantic
metadata,1,0,1,semantic
blog,1,0,1,semantic
social,1,0,1,semantic
tagging,1,0,1,semantic
search languages,1,0,1,semantic
private information retrieval,1,0,1,semantic
semi-automatic annotation system,1,0,1,semantic
top-k,1,0,1,semantic
web database,1,0,1,semantic
distributed web search,1,0,1,semantic
faceted navigation,1,0,1,semantic
clickthrough data,1,0,1,semantic
geospatial,1,0,1,semantic
google,1,0,1,semantic
soft semantic web,1,0,1,semantic
multimedia,1,0,1,semantic
annotation suggestion,1,0,1,semantic
ontology quality,1,0,1,semantic
spread activation algorithms,1,0,1,semantic
social annotation,1,0,1,semantic
object retrieval,1,0,1,semantic
biomedical information retrieval,1,0,1,semantic
semistructured data,1,0,1,semantic
thesaurus,1,0,1,semantic
instance data,1,0,1,semantic
mesh,1,0,1,semantic
metadata management model,1,0,1,semantic
information content,1,0,1,semantic
semantic grid,1,0,1,semantic
p2p networks,1,0,1,semantic
digital catalog systems,1,0,1,semantic
and temporal relationships,1,0,1,semantic
mobile computing,1,0,1,semantic
geographical,1,0,1,semantic
spatial information sharing,1,0,1,semantic
reusable library,1,0,1,semantic
domain knowledge base,1,0,1,semantic
matching degree,1,0,1,semantic
system develop,1,0,1,semantic
grid resource discovery,1,0,1,semantic
ubiquitous computing,1,0,1,semantic
semantic-mediation architecture,1,0,1,semantic
collaborative filter,1,0,1,semantic
personalized recommendation,1,0,1,semantic
schemas,1,0,1,semantic
standards-based interoperability,1,0,1,semantic
scalable information retrieval,1,0,1,semantic
filtering,1,0,1,semantic
invisible web,1,0,1,semantic
statistical natural language processing,1,0,1,semantic
multiple query formulations,1,0,1,semantic
dimension reduction,1,0,1,semantic
latent class models,1,0,1,semantic
automatic classification,1,0,1,semantic
mixture models,1,0,1,semantic
query modulation,1,0,1,semantic
question answering system,1,0,1,semantic
passage retrieval,1,0,1,semantic
formal query,1,0,1,semantic
queries,1,0,1,semantic
unsupervised learning,1,0,1,semantic
feature extraction,1,0,1,semantic
query-mediated browsing,1,0,1,semantic
information exploration,1,0,1,semantic
query suggestion,1,0,1,semantic
multimedia browser,1,0,1,semantic
document categorization,1,0,1,semantic
document similarity,1,0,1,semantic
mpeg-7,1,0,1,semantic
multiple language,1,0,1,semantic
freeform digital ink,1,0,1,semantic
web searching,1,0,1,semantic
part-of-speech tagging,1,0,1,semantic
phrase identification,1,0,1,semantic
question-answering,1,0,1,semantic
concept extraction,1,0,1,semantic
language analysis,1,0,1,semantic
answer extraction,1,0,1,semantic
multimedia search,1,0,1,semantic
wordnet relationships,1,0,1,semantic
feedback method,1,0,1,semantic
empirical evaluation,1,0,1,semantic
cross language information retrieval,1,0,1,semantic
document suggestion,1,0,1,semantic
crawling,1,0,1,semantic
document search,1,0,1,semantic
pattern recognition,1,0,1,semantic
algorithms,1,0,1,semantic
evaluation measures,1,0,1,semantic
information retreival,1,0,1,semantic
information retrieval systems,1,0,1,semantic
extract semantic index,1,0,1,semantic
merge semantic indexes,1,0,1,semantic
document retrieval systems,1,0,1,semantic
image databases,1,0,1,semantic
semantic web browser,1,0,1,semantic
hybrid information retrieval,1,0,1,semantic
non-structured documents,1,0,1,semantic
knowledge representation and data models,1,0,1,semantic
ontology management,1,0,1,semantic
mobile information retrieval,1,0,1,semantic
shallow parsing,1,0,1,semantic
lemma,1,0,1,semantic
haystack,1,0,1,semantic
audio retrieval,1,0,1,semantic
semantic field,1,0,1,semantic
corpus-based methods,1,0,1,semantic
e-health information systems,1,0,1,semantic
web portal,1,0,1,semantic
semantic desktop,1,0,1,semantic
relational databases,1,0,1,semantic
text extraction,1,0,1,semantic
query-answering systems,1,0,1,semantic
natural language dialogues,1,0,1,semantic
automatic textual analysis,1,0,1,semantic
knowledge based systems,1,0,1,semantic
information retrieval system,1,0,1,semantic
topic ontologies,1,0,1,semantic
semantic affinity,1,0,1,semantic
semantic roles,1,0,1,semantic
fuzzy domain ontology,1,0,1,semantic
terminological information retrieval,1,0,1,semantic
geo-ontology,1,0,1,semantic
image and text retrieval,1,0,1,semantic
location-aware,1,0,1,semantic
spatial information retrieval,1,0,1,semantic
lexicon-grammar,1,0,1,semantic
feature selection procedure,1,0,1,semantic
index ontology,1,0,1,semantic
geographic information retrieval and visualization,1,0,1,semantic
location-based service,1,0,1,semantic
ranking algorithm,1,0,1,semantic
system architecture,1,0,1,semantic
hierarchical feature vector,1,0,1,semantic
named entity recognition,1,0,1,semantic
semantic image segmentation,1,0,1,semantic
document relevance,1,0,1,semantic
wavelet,1,0,1,semantic
enhanced instance retrieval network,1,0,1,semantic
gaussian mixture model,1,0,1,semantic
hidden markov model,1,0,1,semantic
wavelet transform,1,0,1,semantic
remote sensing images,1,0,1,semantic
multimedia content querying,1,0,1,semantic
semantic template,1,0,1,semantic
statistical machine translation,1,0,1,semantic
video-level retrieval,1,0,1,semantic
lempel-ziv,1,0,1,semantic
recall validation,1,0,1,semantic
object recognition,1,0,1,semantic
object-based image retrieval,1,0,1,semantic
query by example,1,0,1,semantic
incremental parsing,1,0,1,semantic
visual navigation in image database,1,0,1,semantic
region-based retrieval,1,0,1,semantic
intelligent browsing,1,0,1,semantic
shape retrieval,1,0,1,semantic
anglogram,1,0,1,semantic
image,1,0,1,semantic
automatic annotation,1,0,1,semantic
contextual image matching,1,0,1,semantic
c4_5,1,0,1,semantic
ranking svm,1,0,1,semantic
decision tree learning,1,0,1,semantic
fuzzy semantic relevance matrix,1,0,1,semantic
histogram,1,0,1,semantic
conceptual graphs,1,0,1,semantic
entity modeling,1,0,1,semantic
visual cue co-occurrence,1,0,1,semantic
vector quantization,1,0,1,semantic
query performance prediction,1,0,1,semantic
text extraction from images,1,0,1,semantic
decision tree,1,0,1,semantic
cross language latent semantic indexing,1,0,1,semantic
graphical annotation,1,0,1,semantic
context sensitive,1,0,1,semantic
iconic features,1,0,1,semantic
knowledge representation formalisms,1,0,1,semantic
image information retrieval,1,0,1,semantic
pictorial semantics,1,0,1,semantic
human computer interaction,1,0,1,semantic
multiple instance learning,1,0,1,semantic
gaussian mixtures,1,0,1,semantic
histological image,1,0,1,semantic
usage-oriented evaluation,1,0,1,semantic
feature descriptors,1,0,1,semantic
object classification,1,0,1,semantic
social web search,1,0,1,semantic
search results,1,1,0,semantic
search,1,1,0,semantic
search engine,1,1,0,semantic
semantic web,1,1,0,semantic
semantic relationship,1,1,0,semantic
semantic search,1,1,0,semantic
semantic web technologies,1,1,0,semantic
web application,1,1,0,semantic
retrieval,1,1,0,semantic
semantic search engine,1,1,0,semantic
information retrieval,1,1,0,semantic
indexing,1,1,0,semantic
semantic similarity association,1,1,0,semantic
keyword search,1,1,0,semantic
document retrieval,1,1,0,semantic
exploratory search,1,1,0,semantic
evaluation,1,1,0,semantic
semantic indexing,1,1,0,semantic
linked data,1,1,0,semantic
semantic query,1,1,0,semantic
search and retrieval,1,1,0,semantic
semantic web search,1,1,0,semantic
semantic video search,1,1,0,semantic
semantic documents,1,1,0,semantic
semantic portal,1,1,0,semantic
image and video search,1,1,0,semantic
ontology retrieval,1,1,0,semantic
database approach to retrieval,1,1,0,semantic
semantic web portal,1,1,0,semantic
ontology extraction,1,1,0,semantic
semantic classification,1,1,0,semantic
web resources,1,1,0,semantic
semantic modeling,1,1,0,semantic
web search,1,1,0,semantic
semantic,1,1,0,semantic
semantic annotation,1,1,0,semantic
content based retrieval,1,1,0,semantic
semantic technologies,1,1,0,semantic
query-by-semantic-description,1,1,0,semantic
semantic retrieval,1,1,0,semantic
semantic-based image retrieval,1,1,0,semantic
content-based music information retrieval,1,1,0,semantic
semantic level indices,1,1,0,semantic
recommendation system,1,1,0,semantic
intelligent retrieval,1,1,0,semantic
multi-facet search,1,1,0,semantic
patent semantic search,1,1,0,semantic
content managernent,1,1,0,semantic
semantic information retrieval,1,1,0,semantic
view-based search,1,1,0,semantic
semantic web applications,1,1,0,semantic
smart web query engine,1,1,0,semantic
web search engine,1,1,0,semantic
semantic-based,1,0,0,semantic
intelligent search,1,1,0,semantic
ranking complex relationships,1,1,0,semantic
semantic similarity,1,1,0,semantic
information search and retrieval,1,1,0,semantic
probabilistic information retrieval,1,1,0,semantic
knowledge based query expansion,1,1,0,semantic
plsi,1,1,0,semantic
content-based image retrieval,1,1,0,semantic
interactive ir,1,1,0,semantic
concept-based retrieval,1,1,0,semantic
information need,1,1,0,semantic
topic detection and tracking,1,1,0,semantic
web technology,1,1,0,semantic
interoperability,1,1,0,semantic
information integration,1,1,0,semantic
semantic relation and sparql,1,1,0,semantic
concept matching,1,1,0,semantic
image retrieval methods,1,1,0,semantic
content-based retrieval,1,1,0,semantic
information retrieval on the internet,1,1,0,semantic
reasoning on the semantic web,1,1,0,semantic
web pages indexing,1,1,0,semantic
web query languages,1,1,0,semantic
ontology and the semantic web,1,1,0,semantic
ontology technology,1,1,0,semantic
web ontologies,1,1,0,semantic
heterogeneous data,1,1,0,semantic
semantic networks,1,1,0,semantic
domain semantics,1,1,0,semantic
data integration,1,1,0,semantic
keyword-based search,1,1,0,semantic
latent semantic indexing,1,1,0,semantic
search engines,1,1,0,semantic
resource description framework,1,1,0,semantic
semantics,1,1,0,semantic
semantic video retrieval,1,1,0,semantic
semantic associations,1,1,0,semantic
cross lingual search,1,0,0,semantic
semantic analysis,1,1,0,semantic
topical segmentation,1,1,0,semantic
content search,1,1,0,semantic
opinion mining,1,1,0,semantic
semantic computing,1,1,0,semantic
semantic enrichment,1,1,0,semantic
ranking strategies,1,1,0,semantic
semantic similarity measures,1,1,0,semantic
semantic image analysis,1,1,0,semantic
annotation,1,1,0,semantic
spaces of semantics and data,1,1,0,semantic
semantic applications,1,1,0,semantic
information resource management,1,1,0,semantic
migration,1,0,0,semantic
information seeking,1,1,0,semantic
semantic web mining,1,1,0,semantic
intelligence analysis,1,1,0,semantic
folksonomy,1,1,0,semantic
semantic adaptive systems,1,1,0,semantic
semantic web support applications,1,1,0,semantic
semantic web technology,1,1,0,semantic
identity disambiguation,1,1,0,semantic
multimedia web information systems,1,1,0,semantic
recommender systems,1,1,0,semantic
semantic representation,1,1,0,semantic
semantic matching,1,1,0,semantic
web data extraction,1,1,0,semantic
data aggregation,1,1,0,semantic
information processing,1,1,0,semantic
web passage retrieval,1,1,0,semantic
formal semantics,1,1,0,semantic
concept search,1,1,0,semantic
knowledge representation and reasoning,1,1,0,semantic
structural semantics,1,1,0,semantic
probabilistic latent semantic analysis,1,1,0,semantic
semantic relations,1,1,0,semantic
topic modelling,1,1,0,semantic
topic model,1,1,0,semantic
language technology,1,1,0,semantic
semantic pattern,1,1,0,semantic
automatic image annotation,1,1,0,semantic
knowledge representation,1,1,0,semantic
content-based,1,1,0,semantic
similarity search,1,1,0,semantic
semantic summary,1,1,0,semantic
semantic associations search,1,1,0,semantic
semantic ranking,1,1,0,semantic
semantic match,1,1,0,semantic
semantic relationship search,1,1,0,semantic
knowledge retrieval,1,1,0,semantic
document annotation,1,1,0,semantic
semantic search techniques,1,1,0,semantic
query expansion,1,1,0,semantic
interactive retrieval models,1,1,0,semantic
