The 'essences' of the fifth discipline: Or where does Senge stand to view the world?,D Brown,0,0,0
Regulating banks through market discipline: A survey of the issues,"M JK De, N Masschelein",0,0,0
"Market discipline, disclosure and moral hazard in banking","E Nier, U Baumann",0,0,0
"MARKET DISCIPLINE, BANK SUBORDINATED DEBT, AND INTEREST-RATE UNCERTAINTY","N CAKICI, S CHATTERJEE",0,0,0
Multi-robot area coverage with limited visibility,"Pooyan Fazli, Alireza Davoodi, Philippe Pasquier, Alan K. Mackworth",1,0,1
Multi-robot learning for continuous area sweeping,"M Ahmadi, P Stone",1,0,1
A multi-robot system for continuous area sweeping tasks,"M Ahmadi, P Stone",1,0,1
Service robotics in area surveillance: criteria of usefulness,R Cariou,1,1,0
Learning Area Coverage for a Self-Sufficient Colony Robot,"G B Parker, R Zbeda",1,0,1
An Appropriate Formulation for Workspace Cross Section Area of 3R Robot Manipulator,"S Panda, D Mishra, B B Biswal, B B Choudhury",1,0,1
Coordination of rescue robots for real-time exploration over disaster areas,"H Sugiyama, T Tsujioka, M Murata",1,0,1
Area measurement of large closed regions with a mobile robot,"E Sahin, S Girgin, E Ugur",1,0,1
Strategies for searching an area with semi-autonomous mobile robots,"R R Murphy, J J Sprouse",1,0,1
Distributed multi-robot coordination in area exploration,"W H Sheng, Q Y Yang, J D Tan, N Xi",1,0,1
Evolving cyclic control for a hexapod robot performing area coverage,G B Parker,1,0,1
Shape and Area Computation of Cooperative Workspace of Dual-Arm Robot,"Y Cao, K Lu, Q W Xie, X J Li",1,0,1
Two compact robots for remote inspection of hazardous areas in nuclear power plants,"J Savall, A Avello, L Briones",1,0,1
Telerobotics: Through-the-internet teleoperation of the ABB IRB 2000 industrial robot,"A J Alvares, G C de, L FA Paulinyi, S CA Alfaro",1,0,1
Wireless robot teleoperation via internet using IPv6 over a bluetooth personal area network,"C A Rodriguez, F Guerrero",1,0,1
"End-to-end congestion control protocols for remote programming of robots, using heterogeneous networks: A comparative analysis","R Wirz, R Marin, J M Claver, M Ferre, R Aracil, J Fernandez",1,0,1
A survey of current architectures for connecting wireless mobile ad hoc networks to the Internet,H M Ammari,1,1,0
Achieving reliability via multi-homing and path redundancy in multi-hop wireless networks for Internet access in rural areas,"L Leschiutta, G Zicca, F Y Li, L Vandoni, N Fragoulis",1,0,1
Intelligent handoff for mobile wireless Internet,"J CS Wu, C W Cheng, N F Huang, G K Ma",0,0,0
Realizing mobile wireless Internet telephony and streaming multimedia testbed,"A Dutta, P Agrawal, S Das, M Elaoud, D Famolari, S Madhani, A McAuley, B Kim, P Li, M Tauil, S Baba, Y Ohba, T Kodama, N Nakajima, J C Chen, H Schulzrinne",0,0,0
Using group mobility and multihomed mobile gateways to connect mobile ad hoc networks to the global IP Internet,H M Ammari,0,0,0
Internet-based robotic systems for teleoperation,"H S Hu, L X Yu, P W Tsui, Q Zhou",1,0,1
Wireless Internet - Networking aspect,L F Chang,0,0,0
Wireless Internet Based Communication Robot for Healthcare Application,"K S Cheng, C L Li, S A Deng, Y F Ko, H H Li, C C Hsu",1,0,1
Interactive control for Internet-based mobile robot teleoperation,"M Wang, J NK Liu",1,0,1
Mobile and wireless Internet access,"S AM Makki, N Pissinou, P Daroux",0,0,0
On the impact of quality of protection in wireless local area networks with IP mobility,"A K Agarwal, W Y Wang",0,0,0
Telerobotics: Methodology for the development of Through-the-Internet Robotic Teleoperated System,"A J Alvares, G C de, L SJ Romariz, S CA Alfaro",1,1,0
TELEOPERATION OF A MOBILE ROBOT VIA UMTS LINK,"F Zeiger, M Sauer, L Stolz, K Schilling",1,0,1
Internet-based tele-control system for wheeled mobile robot,"W B Wei, Y D Pan, K Furuta",1,0,1
QoS-aware Internet access schemes for wireless mobile ad hoc networks,"B N Park, W Lee, C Lee",0,0,0
Fuzzy logic congestion control in IEEE 802.11 wireless Local Area Networks: A performance evaluation,"C N Nyirenda, D S Dawoud",0,0,0
Subarea law of entanglement in nodal fermionic systems,"Letian Ding, Noah Bray-Ali, Rong Yu, Stephan Haas",0,0,0
Retrospect and prospect for subarea travel demand modeling: an empirical study,X M Chen,0,0,0
Dynamic origin-destination trip demand estimation for subarea analysis,"X S Zhou, S Erdogan, H S Mahmassani",0,0,0
A fuzzy approach to calculate the errors due to the subdivision rate in the Maxwell's subareas method,"G Cannistra, A Covitti, R Picerno, M S Labini",0,0,0
A Routing Scheme Based on Subarea Mobile Service in Wireless Sensor Networks,"S Y Huang, Q A Gao, L Fei, X Zhang",0,0,0
Characterizing and modeling subarea-level energy transactions,"J A Kavicky, S M Shahidehpour",0,0,0
Swarm robotics and minimalism,A JC Sharkey,1,0,1
A study for optimizing the number of subareas in the Maxwell's method,"M S Labini, A Covitti, G Delvecchio, C Marzano",0,0,0
A fuzzy procedure in the Maxwell's subareas method for calculating the grounding resistances,"S De Nisi, M Minenna, M S Labini, D Verde",0,0,0
Compound scan mode developed from subarea and contour scan mode for selective laser sintering,"Y Shi, W Zhang, Y Cheng, S Huang",0,0,0
Protecting young fish and spawning aggregations of Champsocephalus gunnariin Subarea 48.3 (South Georgia): A review,G B Parkes,0,0,0
An assessment of toothfish in Subarea 48.3 using casal,"R M Hillary, G P Kirkwood, D J Agnew",0,0,0
The structural influence of marketing journals: A citation analysis of thediscipline and its subareas over time,"H Baumgartner, R Pieters",0,0,0
Subarea-specific suppressive interaction in the BOLD responses to simultaneous finger stimulation in human primary somatosensory cortex: Evidence forincreasing rostral-to-caudal convergence,"J Ruben, T Krause, B Taskin, F Blankenburg, M Moosmann, A Villringer",0,0,0
Distinct accumbal subareas are involved in place conditioning of amphetamine and cocaine,"R M Liao, Y H Chang, S H Wang, C H Lan",0,0,0
A subarea-level transaction simulation framework supporting parallel pathsand energy tagging,"J A Kavicky, S M Shahidehpour",0,0,0
"Discarding in the English Channel, Western approaches, Celtic and Irish seas (ICES subarea VII)","R Enever, A Revill, A Grant",0,0,0
Restricted lesions to ventral prefrontal subareas block reversal learning but not visual discrimination learning in rats,"L Li, J Shao",0,0,0
REVISED ESTIMATES OF THE AREA OF THE SOUTH GEORGIA AND SHAG ROCKS SHELF (CCAMLR SUBAREA 48.3),"M Belchier, P Fretwell",0,0,0
Otolith and body size relationships in bigeye grenadier (Macrourus holotrachys) in CCAMLR subarea 48.3,"S Morley, M Belchier",0,0,0
Industrialised building systems: reproduction before automation and robotics,R B Richard,0,0,0
Digital design and robotic production of 3 D shaped precast components,T Bock,0,0,0
The robotics net interconnection concept,M Stopper,1,0,1
Mobile Robots for the Simultaneous Exploration and 2D Determination of Radioactivity,"M Marszalek, M Eder, A Tropschug, A Knoll, H Hofer",1,0,1
The computer software industry as a vehicle of late industrialization: lessons from the Indian case,B Parthasarathy,0,0,0
Building industrialization: robotized assembly of modular products,"S Martinez, A Jardon, J M Navarro, P Gonzalez",0,0,0
Transportation and robotics for greenhouse crop production systems,"G A Giacomelli, K C Ting",1,0,1
CyberGlass - glass-blowing robot,A Kochan,1,0,1
"Modelling effects of industrialization, population and pollution on a renewable resource","B Dubey, A S Narayanan",0,0,0
The effect of Protestantism on education before the industrialization: Evidence from 1816 Prussia,"S O Becker, L Woessmann",0,0,0
Use of an antropomorphous robot in polishing cells,"E Bassi, F Benzi, D Cerliani, L Vaccariello",1,0,1
Kerala's industrial backwardness: A case of path dependence in industrialization?,J J Thomas,0,0,0
Automation in dairy farms: A robotic milking system,"F Cosmi, C Fabro, P Susmel, G Zoppello",1,0,1
Automatic reconfiguration of a robotic arm using a multi-agent approach,"S L Britain, A J Gibb, C Roberts",1,0,1
"Late industrialization, the state, and social changes - The emergence of neofamilism in South Korea",Y C Ha,0,0,0
Feasibility and Medical Impact Assessment of Handheld-Mobile-Robot usage in Image Guided Craniotomy,"G Kane, G Eggers, H Ionescu, V MM Vieira, R Boesecke, J Raczkowsky, H Worn, R Marmulla",0,0,0
Networked robotics,"G T McKee, P S Schenker",1,1,0
The position/orientation determination of a mobile-task robot using an active calibration scheme,"T S Jin, J M Lee",1,0,1
Biologically based neural networks for mobile robot navigation,R ET Muniz,1,0,1
MOBILE-ROBOT POSITION UPDATE USING ULTRASONIC RANGE MEASUREMENTS,"A A HOLENSTEIN, E BADREDDIN",1,0,1
Cooperative mobile robotics: Antecedents and directions,"Y U Cao, A S Fukunaga, A B Kahng",1,1,0
On the development of an enhanced optical mouse sensor for odometry and mobile robotics education,"J Bradshaw, C Lollini, B E Bishop",1,0,1
Task modelling in collective robotics,"C R Kube, H Zhang",1,0,1
Coverage-Mapping Method Based on a Hardware Model for Mobile-Robot Positioning in Intelligent Spaces,"E Martin-Gorostiza, F J Meca, J LL Galilea, E Martos-Naya, F B Naranjo, O Esteban",1,0,1
Comparing ability to complete simple tele-operated rescue or maintenance mobile-robot tasks with and without a sensor system,D Sanders,0,0,0
An interactive tool for mobile robot motion planning,"J L Guzman, A Berenguel, F Rodriguez, S Dormido",1,0,1
The robotic wheelchair SENA. A human-machine interactive approach,"J Gonzalez, C Galindo, J A Fernandez, J L Blanco, A Munoz, V Arevalo",1,0,1
A perspective on medical robotics,R H Taylor,1,0,1
Mobile autonomous robots - Possibilities and limits,"E Maehle, W Brockmann, A Walthelm",1,1,0
Medical robotics in computer-integrated surgery,"R H Taylor, D Stoianovici",1,1,0
Surgical robotics: An introduction,"U Rembold, C R Burghart",1,1,0
"Robotics, a Valuable Tool in Surgery","A Casals, M Frigola, J Amat",1,0,1
Evolution of solitary and group transport behaviors for autonomous robots capable of self-assembling,"R Gross, M Dorigo",1,0,1
Evolving Self-Assembly in Autonomous Homogeneous Robots: Experiments with Two Physical Robots,"C Ampatzis, E Tuci, V Trianni, A L Christensen, M Dorigo",1,0,1
Exploiting agent oriented software engineering in cooperative robotics search and rescue,"S A Deloach, E T Matson, Y H Li",1,0,1
Miniaturized Autonomous Robot,"H Ishihara, T Fukuda",1,1,0
Autonomous fast learning in a mobile robot,"W Maass, G Steinbauer, R Koholka",1,0,1
Autonomous Robust Execution of Complex Robotic Missions,"P Robertson, R Effinger, B Williams",1,0,1
Autonomous small robots for military applications,D Luzeaux,1,0,1
Autonomous robots for weed control,"A Ruckelshausen, R Klose, A Linz, J Marquering, M Thiel, S Tolke",1,0,1
Simultaneous sensing of location and mapping for autonomous robots,R Bloss,1,0,1
SimBot - A simulation tool for autonomous robots,"D J Turnell, M DQVT Turnell",1,0,1
Autonomous robotic meteorite identification in Antarctica,"L Pedersen, M Wagner, D Apostolopoulos, W Whittaker",1,0,1
Human-Robot Collaborative Teleoperation System for Semi-Autonomous Reconnaissance Robot,"H R Tang, X S Cao, A G Song, Y Guo, J T Bao",1,0,1
Small Autonomous Robot Localization System,D Obdrzalek,1,0,1
Distributed coordination of a set of autonomous mobile robots,"P Flocchini, G Prencipe, N Santoro, P Widmayer",1,0,1
Autonomous mobile robot in pipe for piping operations,"M Muramatsu, N Namiki, R Koyama, Y Suga",1,0,1
Creating an autonomous dancing robot,"David Grunberg, Robert Ellenberg, Youngmoo Kim, Paul Oh",1,0,1
A roadmap for autonomous robotic assembly,"H Bruyninckx, T Lefebvre, L Mihaylova, E Staffetti, J De Schutter, J Xiao",1,0,1
Performance evaluation of autonomous mobile robots,"A Jacoff, E Messina, J Evans",1,0,1
Autonomous robots with both body and behavior self-knowledge,B. Brent Gordon,1,0,1
Autonomous behavior design for robotic appliance,"Hyunjeong Lee, Hyun Jin Kim, Changsu Kim",1,0,1
FUZZY DRIVE CONTROL OF AN AUTONOMOUS MOBILE ROBOT,"M MAEDA, Y MAEDA, S MURAKAMI",1,0,1
A global path planning Java-based system for autonomous mobile robots,"A Elnagar, L Lulu",1,0,1
A CORBA-based simulation and control framework for mobile robots,"Z Zhang, Q X Cao, C Lo, L Zhang",1,0,1
Distributed autonomous control of modular robot systems using parallel programming,G Yasuda,1,0,1
Path optimisation of a mobile robot using an artificial neural network controller,"M K Singh, D R Parhi",1,0,1
An intelligent behavior generator for autonomous mobile robots using planning-based AI decision-making and supervisory control logic,"H K Shah, V Bahl, J Martin, N S Flann, K L Moore",1,0,1
Autonomous control of a snake-like robot utilizing passive mechanism,"K Ito, Y Fukumori",1,0,1
A climbing autonomous robot for inspection applications in 3D complex environments,"C Balaguer, A Gimenez, J M Pastor, V M Padron, C Abderrahim",1,0,1
Polymorphic autonomous architecture for mobile robot navigation,"K S Hwang, M Y Ju, S P Hsu",1,0,1
Local path re-planning for unforeseen obstacle avoidance by an autonomous sweeping robot,"D Kurabayashi, S Koga, T Arai, J Ota, H Asama, I Endo",1,0,1
A novel pseudo-model following integral variable structure control for vision feedback autonomous mobile robots,C W Chuang,1,0,1
Path-tracking and parking manoeuvre control of an industrial tricycle robot,"S Ben Saoud, L Nciri, M Ghrissi",1,0,1
A NONLINEAR ITERATIVE LEARNING-METHOD FOR ROBOT PATH CONTROL,"Z N BIEN, D H HWANG, S R OH",1,0,1
Multiple objective genetic algorithms for path-planning optimization in autonomous mobile robots,"O Castillo, L Trujillo, P Melin",1,0,1
Path planning method for multi-robots using a cellular neural network,"M Kanaya, M Tanaka",1,0,1
A 3-LAYERED HIERARCHICAL PATH CONTROL-SYSTEM FOR MOBILE ROBOTS - ALGORITHMS AND EXPERIMENTS,"J GULDNER, V I UTKIN, R BAUER",1,0,1
A path generation algorithm of autonomous robot vehicle through scanning of a sensor platform,"T J Park, C S Han",1,0,1
Genetic algorithms for adaptive planning of path and trajectory of a mobile robot in 2D terrains,"K Sugihara, J Smith",1,0,1
An Enhanced Dynamic Delaunay Triangulation-Based Path Planning Algorithm for Autonomous Mobile Robot Navigation,"J Chen, C M Luo, M Krishnan, M Paulik, Y P Tang",1,0,1
An iterative learning control technique for mobile robot path-tracking control,"K L Moore, V Bahl",1,0,1
Decentralized Path Planner for Multi-Robot Systems,"Y S Zhang, F B Bastani, I L Yen",1,0,1
The autonomous mobile robot SENARIO: A sensor-aided intelligent navigationsystem for powered wheelchairs,"N L Katevas, N M Sgouros, S G Tzafestas, G Papakonstantinou, P Beattie, J M Bishop, P Tsanakas, D Koutsouris",1,0,1
Neural robot path planning: The maze problem,D C Dracopoulos,1,0,1
Robot clustering,"C Lee, M Kim, S Kazadi",1,1,0
Swarm Robots Long Term Autonomy Using Moveable Charger,"F Arvin, K Samsudin, A R Ramli",1,0,1
Self-organization of Unicycle Swarm Robots Based on a Modified Particle Swarm Framework,D H Kim,1,0,1
Robotic cells with parallel machines and multiple dual gripper robots: a comparative overview,"H N Geismar, M Pinedo, C Sriskandarajah",1,1,0
AIBO - the No. 1 selling service robot,J Pransky,1,0,1
FUZZY CLUSTERING PROCEDURE FOR EVALUATION AND SELECTION OF INDUSTRIAL ROBOTS,"M KHOUJA, D E BOOTH",1,0,1
Hormone-inspired self-organization and distributed control of robotic swarms,"W M Shen, P Will, A Galstyan, C M Chuong",1,0,1
Feasibility of inductive communication between millimeter-sized robots,"S Kim, T Knoll, O Scholz",1,0,1
Target Search Using Swarm Robots with Kinematic Constraints,"S D Xue, J C Zeng, J Du",1,0,1
Feasibility of inductive communication between millimeter-sized wireless robots,"S Kim, T Knoll, O Scholz",1,0,1
Singularity analysis of a class of composite serial in-parallel robots,"N Simaan, M Shoham",1,0,1
A Spotlight on Security and Privacy Risks with Future Household Robots: Attacks and Lessons,"T Denning, C Matuszek, K Koscher, J R Smith, T Kohno",1,1,0
"A framework for Internet-based interaction of humans, robots, and responsive environments using agent technology","D T Nguyen, S R Oh, B J You",1,1,0
Climbing parallel robot: A computational and experimental study of its performance around structural nodes,"R Saltaren, R Aracil, O Reinoso, M A Scarano",1,0,1
Aspects of reconfigurability of a special class of parallel robots,C Brisan,1,0,1
Are parallel robots more accurate than serial robots?,"S Briot, I A Bonev",1,1,0
Outdoor mobile robot learning and adaptation,"H Hagras, V Callaghan, M Colley",1,1,0
Online robot learning by reward and punishment for a mobile robot,"D Suwimonteerabuth, P Chongstitvatana",1,1,0
On the dynamics of robot exploration learning,"J Tani, Y Sugita",1,1,0
Real-time robot learning,"B Bhanu, P Leang, C Cowden, Y Q Lin, M Patterson",1,1,0
LIFELONG ROBOT LEARNING,"S THRUN, T M MITCHELL",1,1,0
Vision processing for robot learning,U Nehmzow,1,1,0
Morphology Independent Learning in Modular Robots,"D J Christensen, M Bordignon, U P Schultz, D Shaikh, K Stoy",1,0,1
Reinforcement learning for robot control,"W D Smart, L P Kaelbling",1,1,0
Determination of the learning curve of the AESOP robot,"L K Jacobs, V Shayani, J M Sackier",1,0,1
Educational Robot - A Case Study for Robot Learning Companion,"S H Hsu, J H Wang, B Chang, J E Chen, K C Fan, T W Chan",1,0,1
Developmental learning for autonomous robots,"M H Lee, Q Meng, F Chao",1,1,0
Robot learning language - Integrating programming and learning for cognitive systems,A Kirsch,1,0,1
ON THE LEARNING CONTROL OF A ROBOT MANIPULATOR,"D M DAWSON, Z QU, J F DORSEY, F L LEWIS",1,0,1
Learning of shared attention in sociable robotics,"C A Policastro, R AF Romero, G Zuliani, E Pizzolato",1,0,1
Mobile robot learning by self-observation,R A Russell,1,0,1
Incremental supervised learning for mobile robot reactive control,"P Reignier, V Hansen, J L Crowley",1,0,1
Self-supervised learning of autonomous robot by integrating information from several sensors,"K Yamauchi, S Sugiura, N Ishii",1,0,1
A semi-supervised method for learning the structure of robot environment interactions,"A Grossmann, M Wendt, J Wyatt",1,0,1
MOBILE ROBOT CONTROL BY NEURAL NETWORKS USING SELF-SUPERVISED LEARNING,"K SAGA, T SUGASAKA, M SEKIGUCHI, S NAGATA, K ASAKAWA",1,0,1
Supervised Learning of Internal Models for Autonomous Goal-Oriented Robot Navigation using Reservoir Computing,"E A Antonelo, B Schrauwen",1,0,1
Improving robot navigation through self-supervised Online learning,"B Sofman, E Lin, J A Bagnell, J Cole, N Vandapel, A Stentz",1,0,1
Self-Supervised Cross-Modal Online Learning of Basic Object Affordances for Developmental Robotic Systems,"B Ridge, D Skocaj, A Leonardis",1,0,1
Supervised Neural Q_learning based Motion Control for Bionic Underwater Robots,"L X Lin, H B Xie, D B Zhang, L C Shen",1,0,1
SUPERVISED INCREMENTAL LEARNING OF FUZZY RULES,P REIGNIER,1,0,1
Adaptive supervision of moving objects for mobile robotics applications,N Weiss,1,0,1
Integration and learning in supervision of flexible assembly systems,"L M CamarinhaMatos, L S Lopes, J Barata",1,0,1
Supervised control of cooperative multi-agent robotic vehicles,A Shirkhodaie,1,0,1
A fuzzy controller with supervised learning assisted reinforcement learning algorithm for obstacle avoidance,"C Ye, N HC Yung, D W Wang",1,0,1
A mobile robot that learns its place,"S Oore, G E Hinton, G Dudek",1,0,1
Learning by observation of robotic tasks using on-line PCA-based eigen behavior,"X H Jiang, Y C Motai",1,0,1
ICA based semi-supervised learning algorithm for BCI systems,"J Z Qin, Y Q Li, Q J Liu",1,0,1
Obstacle avoidance of a mobile robot using hybrid learning approach,"M J Er, C Deng",1,0,1
Supervision of multiple-robot systems,"K Kiriakidis, D Gordon",1,1,0
"A brainlike learning system with supervised, unsupervised, and reinforcement learning","T Sasakawa, J Hu, K Hirasawa",1,0,1
Ubiquitously Supervised Subspace Learning,"J C Yang, S C Yan, T S Huang",1,0,1
Collaborative supervision of machine vision systems: Breaking a sequentialbottleneck in the supervised learning process,"S Drew, S Venema, P Sheridan, C Z Sun",1,0,1
From recurrent choice to skill learning: A reinforcement-learning model,"W T Fu, J R Anderson",1,0,1
Control of nonaffine nonlinear discrete-time systems using reinforcement-learning-based linearly parameterized neural networks,"Q M Yang, J B Vance, S Jagannathan",1,0,1
Learning perception for indoor robot navigation with a hybrid hidden Markov model/recurrent neural networks approach,"E Trentin, R Cattoni",1,0,1
PQ-Learning: An efficient robot learning method for intelligent behavior acquisition,"W Y Zhu, S Levinson",1,1,0
Supervised extended ART: A fast neural network classifier trained by combining supervised and unsupervised learning,"H M Lee, C S Lai",0,0,0
Learning from partially supervised data using mixture models and belief functions,"E Come, L Oukhellou, T Denoeux, P Aknin",0,0,0
A multi-range vision strategy for autonomous offroad navigation,"R Hadsell, A Erkan, P Sermanet, J Ben, K Kavukcuoglu, U Muller, Y Lecun",1,0,1
Subspace learning-based dimensionality reduction in building recognition,"J Li, N M Allinson",0,0,0
Towards multimodal neural robot learning,"S Wermter, C Weber, M Elshaw, C Panchev, H Erwin, F Pulvermuller",1,1,0
"Behavior learning to predict using neural networks (NN): Towards a fast, cooperative and adversarial robot team (RoboCup)","A Chohra, P Scholl, H U Kobialka, J Hermes, A Bredenfeld",1,0,1
SemiBoost: Boosting for Semi-Supervised Learning,"P K Mallapragada, R Jin, A K Jain, Y Liu",0,0,0
A self-generating modular neural network architecture for supervised learning,"K Chen, L P Yang, X Yu, H S Chi",0,0,0
Asymmetric semi-supervised boosting for SVM active learning in CBIR,"Jun Wu, Zheng-Kui Lin, Ming-Yu Lu",0,0,0
A guided learning strategy for vision based navigation of 4-legged robots,"I Herrero, C Urdiales, J M Peula, I Sanchez-Tato, F Sandoval",1,0,1
Enactive robot vision,"M Suzuki, D Floreano",1,0,1
Robotic grasping of novel objects using vision,"A Saxena, J Driemeyer, A Y Ng",1,0,1
Competitive learning and its application in adaptive vision for autonomousmobile robots,"D K McNeill, H C Card",1,0,1
Modular Q-learning based multi-agent cooperation for robot soccer,"K H Park, Y J Kim, J H Kim",1,0,1
Improving hallway navigation in mobile robots with sensor habituation,C Chang,1,0,1
Cooperative behavior acquisition for mobile robots in dynamically changingreal worlds via vision-based reinforcement learning and development,"M Asada, E Uchibe, K Hosoda",1,0,1
Using sensor habituation in mobile robots to reduce oscillatory movements in narrow corridors,C Chang,1,0,1
"Natural methods for robot task learning instructive demonstrations, generalization and practice","Monica N. Nicolescu, Maja J. Mataric",1,0,1
Active learning for vision-based robot grasping,"M Salganicoff, L H Ungar, R Bajcsy",1,1,0
A practical comparison of three robot learning from demonstration            algorithms,"Russell Toris, Halit Bener Suay, Sonia Chernova",1,0,1
Impedance Learning for Robotic Contact Tasks Using Natural Actor-Critic Algorithm,"B Kim, J Park, S Park, S Kang",1,0,1
A learning algorithm for improved hybrid force control of robot arms,P Lucibello,1,0,1
An evolutionary algorithm for multi-robot unsupervised learning,P Lucidarme,1,0,1
Object tracking algorithm of Swarm Robot System for using Polygon based Q-learning and Cascade SVM,"S Sang-Wook, Y Hyun-Chang, S Kwee-Bo",1,0,1
Learning model-free robot control by a Monte Carlo EM algorithm,"N Vlassis, M Toussaint, G Kontes, S Piperidis",1,0,1
A query based learning algorithm for modelling robot manipulator dynamics using network inversion,"L Behera, S Chaudhury, M Gopal",1,0,1
Robot compliance control algorithm based on neural network classification and learning of robot-environment dynamic models,"D Katic, M Vukobratovic",1,0,1
Compensating Learning Control for Free-floating Space Robot System with Dual-Arms Using Genetic Algorithm in Joints Space,"X T Tang, L Chen",1,0,1
A multi-rate learning algorithm for robot motion control,"T Y Kuc, S M Baek, H H Choi",1,0,1
Learning human dailly Behavior habit patterns using EM algorithm for service robot,"X S Li, F D Zhao, L F Kong, P L Wu",1,0,1
Humanoid robot control using depth camera,"Halit Bener Suay, Sonia Chernova",1,0,1
Emotion and sociable humanoid robots,C Breazeal,1,1,0
Analysis of Humanoid appearances in human-robot interaction,"T Kanda, T Miyashita, T Osada, Y Haikawa, H Ishiguro",1,1,0
An open-source simulator for cognitive robotics research the prototype of the iCub humanoid robot simulator,"V. Tikhanoff, A. Cangelosi, P. Fitzpatrick, G. Metta, L. Natale, F. Nori",1,0,1
Robot fostering techniques for sensory-motor development of humanoid robots,A Stoica,1,1,0
A Survey on the Structures of Current Mobile Humanoid Robots,"J G Wang, Y M Li",1,1,0
An emotion and personality-based approach to attentional control for a humanoid robot,"Y R Jiang, N F Xiao",1,0,1
A hybrid CPG-ZMP control system for stable walking of a simulated flexiblespine humanoid robot,J Or,1,0,1
A framework for dynamic man-machine interaction implemented on an autonomous mobile robot,"T Bergener, P Dahm",1,0,1
